"","X[[i]]"
"1",0.421739723479447
"2",0.446976253952509
"3",0.413605307210615
"4",0.420209560419121
"5",0.428678777357555
"6",0.423815487630976
"7",0.433733027466055
"8",0.425281170562342
"9",0.43250542501085
"10",0.434243908487818
"11",0.424571889143779
"12",0.427954615909232
"13",0.432185504371009
"14",0.416893793787588
"15",0.425722611445224
"16",0.435560791121583
"17",0.433978547957097
"18",0.415807551615104
"19",0.418443796887594
"20",0.434424948849898
"21",0.431267902535806
"22",0.437589435178871
"23",0.435841031682063
"24",0.427917415834832
"25",0.435193750387501
"26",0.426183892367784
"27",0.434137268274538
"28",0.432264864529729
"29",0.426808853617707
"30",0.421318122636245
"31",0.436627193254386
"32",0.425013330026661
"33",0.425211730423461
"34",0.43481678963358
"35",0.434682869365739
"36",0.435414470828942
"37",0.433948787897577
"38",0.423026846053693
"39",0.428646537293074
"40",0.430161820323641
"41",0.443777047554096
"42",0.419567239134478
"43",0.425821811643623
"44",0.425179490358981
"45",0.431049662099324
"46",0.416048112096224
"47",0.446832413664828
"48",0.424619009238019
"49",0.412672825345651
"50",0.423770847541696
"51",0.439650319300641
"52",0.427964535929073
"53",0.424839729679459
"54",0.429397978795958
"55",0.42783309566619
"56",0.430761981523964
"57",0.429489738979478
"58",0.414793229586459
"59",0.433854547709096
"60",0.43254262508525
"61",0.424561969123939
"62",0.421749643499288
"63",0.436510633021266
"64",0.418480996961994
"65",0.435109430218861
"66",0.433827267654536
"67",0.44220720441441
"68",0.418401636803274
"69",0.42262260524521
"70",0.431982143964288
"71",0.435087110174221
"72",0.435461590923182
"73",0.424299088598177
"74",0.419019158038316
"75",0.415534751069503
"76",0.421848843697688
"77",0.428339016678034
"78",0.430952941905884
"79",0.418426436852875
"80",0.426622853245707
"81",0.420162440324882
"82",0.430022940045881
"83",0.424323888647778
"84",0.420403000806002
"85",0.425082770165541
"86",0.435101990203981
"87",0.424167648335297
"88",0.421695083390167
"89",0.438727757455515
"90",0.439826399652799
"91",0.425065410130821
"92",0.436723913447828
"93",0.432783185566371
"94",0.422771405542812
"95",0.435761671523344
"96",0.424358608717218
"97",0.443608407216815
"98",0.430141980283961
"99",0.41999875999752
"100",0.428820137640276
"101",0.431126542253084
"102",0.431563023126048
"103",0.431396862793725
"104",0.434605989211978
"105",0.411802343604687
"106",0.418773637547276
"107",0.428368776737553
"108",0.439300638601278
"109",0.427872775745552
"110",0.430836381672763
"111",0.434844069688139
"112",0.423056606113213
"113",0.420812201624404
"114",0.435020150040299
"115",0.425995411990824
"116",0.429817099634199
"117",0.438670717341435
"118",0.43227230454461
"119",0.434529109058219
"120",0.425581251162503
"121",0.437066154132309
"122",0.425772211544424
"123",0.438293756587515
"124",0.422059644119288
"125",0.42245644491289
"126",0.407380494760989
"127",0.424398288796578
"128",0.41006138012276
"129",0.42472812945626
"130",0.428284456568914
"131",0.429442618885238
"132",0.429204538409077
"133",0.413468906937814
"134",0.431577903155807
"135",0.427852935705871
"136",0.419520119040238
"137",0.433113026226052
"138",0.435726951453904
"139",0.449176018352038
"140",0.420641081282163
"141",0.4146667493335
"142",0.424336288672579
"143",0.430977741955484
"144",0.432872465744932
"145",0.430965341930685
"146",0.434090148180296
"147",0.420197160394322
"148",0.421246202492405
"149",0.436242792485586
"150",0.424413168826337
"151",0.426255812511624
"152",0.428373736747473
"153",0.424767809535619
"154",0.430826461652924
"155",0.435945191890385
"156",0.425856531713064
"157",0.434095108190217
"158",0.433745427490855
"159",0.446527373054747
"160",0.426178932357865
"161",0.430189100378202
"162",0.436039432078865
"163",0.445354330708664
"164",0.433432946865894
"165",0.436895033790069
"166",0.426595573191147
"167",0.420566681133363
"168",0.416283712567426
"169",0.429616219232438
"170",0.417732035464072
"171",0.430685101370203
"172",0.430647901295802
"173",0.422260524521049
"174",0.435283030566062
"175",0.43485150970302
"176",0.431922623845247
"177",0.420903961807924
"178",0.428408456816914
"179",0.429226858453716
"180",0.423297166594335
"181",0.429043338086676
"182",0.425343170686342
"183",0.440920081840164
"184",0.431119102238204
"185",0.434472068944138
"186",0.423150846301693
"187",0.425442370884742
"188",0.442918965837932
"189",0.424700849401699
"190",0.424522289044577
"191",0.417161634323269
"192",0.425794531589064
"193",0.443231446462894
"194",0.418049476098953
"195",0.437500155000311
"196",0.420715481430963
"197",0.426486452972906
"198",0.421409882819766
"199",0.424998449996901
"200",0.438536797073595
"201",0.428527497054994
"202",0.424554529109057
"203",0.434886229772459
"204",0.440215760431521
"205",0.416891313782628
"206",0.424653729307458
"207",0.427914935829872
"208",0.43953623907248
"209",0.423178126356253
"210",0.438571517143034
"211",0.430677661355322
"212",0.414441068882138
"213",0.426761733523466
"214",0.423011966023932
"215",0.433182466364932
"216",0.423113646227293
"217",0.421737243474488
"218",0.4099348998698
"219",0.425363010726021
"220",0.423413726827454
"221",0.430370140740282
"222",0.434040548081095
"223",0.447226734453469
"224",0.440310000620003
"225",0.426302932605865
"226",0.423775807551616
"227",0.413523467046934
"228",0.42232252464505
"229",0.407472254944509
"230",0.420876681753363
"231",0.436123752247505
"232",0.436282472564945
"233",0.43238886477773
"234",0.431146382292765
"235",0.42985677971356
"236",0.44200632401265
"237",0.423879967759935
"238",0.422590365180732
"239",0.431491102982207
"240",0.42003844007688
"241",0.423029326058652
"242",0.443375286750576
"243",0.435384710769421
"244",0.437135594271189
"245",0.426077252154505
"246",0.424933969867939
"247",0.423542687085375
"248",0.426240932481866
"249",0.428634137268275
"250",0.425234050468101
"251",0.4251348502697
"252",0.430982701965404
"253",0.430491660983323
"254",0.422585405170811
"255",0.429400458800918
"256",0.417677475354951
"257",0.427520615041231
"258",0.438112716225433
"259",0.430997581995164
"260",0.424857089714178
"261",0.433668547337095
"262",0.421836443672888
"263",0.421089962179925
"264",0.433259346518694
"265",0.416663153326307
"266",0.427349494698989
"267",0.449538099076199
"268",0.431297662595325
"269",0.420899001798004
"270",0.429343418686837
"271",0.438640957281914
"272",0.43215574431149
"273",0.431138942277885
"274",0.423455886911775
"275",0.418815797631597
"276",0.421982763965529
"277",0.423433566867134
"278",0.424343728687458
"279",0.419482918965838
"280",0.436046872093745
"281",0.423339326678656
"282",0.414775869551739
"283",0.419353958707918
"284",0.421075082150166
"285",0.416663153326307
"286",0.430997581995164
"287",0.429187178374356
"288",0.422845805691611
"289",0.427394134788269
"290",0.426779093558187
"291",0.434122388244778
"292",0.432688945377891
"293",0.432793105586211
"294",0.423359166718333
"295",0.445146010292021
"296",0.41488002976006
"297",0.429722859445719
"298",0.42234484468969
"299",0.428043896087793
"300",0.423438526877055
"301",0.428867257734515
"302",0.421709963419927
"303",0.428348936697874
"304",0.419026598053196
"305",0.435518631037264
"306",0.434070308140617
"307",0.442343604687209
"308",0.429323578647158
"309",0.438807117614235
"310",0.423312046624093
"311",0.431319982639965
"312",0.436403992807987
"313",0.435925351850704
"314",0.421977803955608
"315",0.430682621365243
"316",0.418580197160395
"317",0.428859817719635
"318",0.42258788517577
"319",0.420231880463761
"320",0.423073966147933
"321",0.427557815115631
"322",0.434729989459979
"323",0.456412672825347
"324",0.430357740715481
"325",0.411993303986609
"326",0.432145824291649
"327",0.430382540765082
"328",0.428619257238514
"329",0.429760059520119
"330",0.426198772397545
"331",0.435064790129581
"332",0.431600223200446
"333",0.419869799739599
"334",0.419406038812078
"335",0.443067766135533
"336",0.411980903961808
"337",0.415956351912705
"338",0.414882509765019
"339",0.440706801413604
"340",0.419639159278319
"341",0.42732965465931
"342",0.41983755967512
"343",0.442157604315211
"344",0.417568355136711
"345",0.43268398536797
"346",0.432230144460289
"347",0.426883253766507
"348",0.423711327422655
"349",0.434650629301259
"350",0.450688821377643
"351",0.434186868373738
"352",0.430709901419804
"353",0.426895653791308
"354",0.420536921073842
"355",0.43238142476285
"356",0.419676359352718
"357",0.419311798623599
"358",0.442670965341932
"359",0.428554777109554
"360",0.421568603137206
"361",0.431453902907807
"362",0.425110050220101
"363",0.425849091698183
"364",0.433271746543494
"365",0.419348998697998
"366",0.427017174034349
"367",0.429132618265238
"368",0.431669663339327
"369",0.432232624465249
"370",0.415797631595264
"371",0.420254200508402
"372",0.410458180916361
"373",0.431642383284767
"374",0.418728997457995
"375",0.439494078988158
"376",0.428817657635315
"377",0.437212474424949
"378",0.422101804203609
"379",0.433539587079174
"380",0.4252092504185
"381",0.43713559427119
"382",0.445713931427864
"383",0.42491412982826
"384",0.435659991319983
"385",0.426841093682188
"386",0.432173104346208
"387",0.434107508215017
"388",0.431381982763967
"389",0.431801103602207
"390",0.433217186434375
"391",0.425556451112902
"392",0.437842395684791
"393",0.42510509021018
"394",0.422607725215451
"395",0.432621985243972
"396",0.426302932605865
"397",0.425323330646661
"398",0.428708537417074
"399",0.432688945377891
"400",0.432904705809411
"401",0.430761981523963
"402",0.418830677661356
"403",0.42475292950586
"404",0.433675987351975
"405",0.42986917973836
"406",0.422865645731291
"407",0.42773885547771
"408",0.424497488994978
"409",0.427267654535309
"410",0.42241180482361
"411",0.428294376588753
"412",0.419639159278319
"413",0.432458304916609
"414",0.405602331204663
"415",0.435548391096783
"416",0.431441502883007
"417",0.428200136400273
"418",0.431729183458367
"419",0.4248248496497
"420",0.430022940045881
"421",0.423126046252093
"422",0.43980407960816
"423",0.420445160890321
"424",0.427855415710832
"425",0.423433566867133
"426",0.419148118296237
"427",0.427627255254511
"428",0.420482360964722
"429",0.425499410998823
"430",0.433512307024614
"431",0.416293632587266
"432",0.419165478330958
"433",0.427108934217868
"434",0.428591977183954
"435",0.433574307148614
"436",0.418262756525514
"437",0.410301940603882
"438",0.422868125736251
"439",0.429095418190837
"440",0.438931117862236
"441",0.443908487816977
"442",0.445887531775064
"443",0.444389608779219
"444",0.440161200322401
"445",0.424490048980098
"446",0.421070122140244
"447",0.423210366420734
"448",0.440027280054562
"449",0.42719821439643
"450",0.427781015562031
"451",0.418716597433196
"452",0.428326616653233
"453",0.416955793911588
"454",0.438311116622234
"455",0.425715171430344
"456",0.437820075640152
"457",0.422602765205531
"458",0.417159154318309
"459",0.425804451608904
"460",0.428897017794035
"461",0.435761671523345
"462",0.42239940479881
"463",0.421345402690806
"464",0.422019964039929
"465",0.424542129084258
"466",0.429335978671957
"467",0.430412300824603
"468",0.418788517577035
"469",0.428425816851634
"470",0.418528117056235
"471",0.435275590551181
"472",0.419301878603757
"473",0.423039246078493
"474",0.434873829747661
"475",0.416819393638788
"476",0.427773575547152
"477",0.433966147932296
"478",0.430819021638044
